epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
79,5057.98,0.58443,0.3329,1.03381,0.9927,1,0.995,0.88435,0.53417,0.26415,0.99872,0.002278,0.002278,0.002278
80,5121.95,0.61342,0.33671,1.05037,0.99456,1,0.995,0.89109,0.53039,0.25274,0.98914,0.002179,0.002179,0.002179
81,5185.8,0.5877,0.33517,1.0294,0.9953,1,0.995,0.88651,0.53053,0.25856,0.99936,0.00208,0.00208,0.00208
82,5249.63,0.60429,0.33164,1.04607,0.99473,1,0.995,0.88899,0.53682,0.26274,1.02542,0.001981,0.001981,0.001981
83,5313.46,0.57994,0.31853,1.03288,0.99557,1,0.995,0.87932,0.54881,0.26813,1.03969,0.001882,0.001882,0.001882
84,5377.28,0.58327,0.32592,1.03534,0.99506,1,0.995,0.88305,0.54504,0.26154,1.0372,0.001783,0.001783,0.001783
85,5441.12,0.56623,0.32027,1.02182,0.99401,1,0.995,0.8911,0.52864,0.24717,1.00677,0.001684,0.001684,0.001684
86,5504.93,0.55181,0.30991,1.00706,0.99564,1,0.995,0.89065,0.52877,0.26034,1.00297,0.001585,0.001585,0.001585
87,5568.78,0.55834,0.31217,1.02067,0.99692,1,0.995,0.87813,0.57724,0.26353,1.03867,0.001486,0.001486,0.001486
88,5632.72,0.55993,0.3108,1.00289,0.99628,1,0.995,0.88841,0.56,0.24905,1.01583,0.001387,0.001387,0.001387
89,5696.56,0.5687,0.30897,1.01882,0.99471,1,0.995,0.88648,0.52421,0.23956,1.0027,0.001288,0.001288,0.001288
90,5760.45,0.55821,0.30473,1.02283,0.99557,1,0.995,0.8849,0.53908,0.24531,1.02064,0.001189,0.001189,0.001189
91,5825.31,0.46793,0.24173,0.96267,0.99503,1,0.995,0.88915,0.53109,0.23219,1.01842,0.00109,0.00109,0.00109
