epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,36.3987,3.15176,5.06705,4.22394,0.0011,0.37895,0.00471,0.00132,2.4504,4.81614,4.16217,0.000361917,0.000361917,0.000361917
2,65.0223,3.07862,4.78045,4.00179,0.00103,0.21211,0.00098,0.00014,2.39902,4.5796,4.42473,0.000725001,0.000725001,0.000725001
3,93.1556,2.96054,4.33395,3.62835,0.00082,0.14053,0.00209,0.0003,2.58485,4.58776,4.61169,0.00108075,0.00108075,0.00108075
4,121.096,2.81898,3.73196,3.35496,0.46434,0.43521,0.3158,0.15277,2.06761,3.29507,2.86131,0.001078,0.001078,0.001078
5,149.25,2.71306,3.3528,3.24976,0.4813,0.57666,0.50575,0.21555,1.99013,8.65943,2.72475,0.001067,0.001067,0.001067
6,177.435,2.68349,3.0867,3.11181,0.4816,0.62842,0.54009,0.2208,2.06115,4.00719,2.81235,0.00105601,0.00105601,0.00105601
7,205.483,2.60745,2.90864,3.07423,0.37242,0.42374,0.42938,0.18121,1.91436,2.2101,2.65473,0.00104501,0.00104501,0.00104501
8,233.525,2.43372,2.70218,3.00361,0.76752,0.68703,0.6623,0.35139,1.92097,2.05864,2.73697,0.00103401,0.00103401,0.00103401
9,261.677,2.43347,2.67112,2.95858,0.55682,0.8073,0.81853,0.38993,1.8142,2.03759,2.55751,0.00102301,0.00102301,0.00102301
10,289.771,2.25079,2.40432,2.81874,0.67142,0.52318,0.60942,0.3415,1.75396,1.73522,2.48701,0.00101201,0.00101201,0.00101201
11,317.641,2.19081,2.26172,2.75467,0.79488,0.77895,0.93127,0.55701,1.47143,2.41288,2.26418,0.00100101,0.00100101,0.00100101
12,345.692,2.13803,2.17566,2.70471,0.38047,0.58847,0.60359,0.37265,1.9648,2.14678,2.78888,0.000990012,0.000990012,0.000990012
13,373.617,2.05428,2.12056,2.64207,0.93689,0.94793,0.9844,0.62446,1.34983,1.35913,2.20646,0.000979013,0.000979013,0.000979013
14,401.638,1.94417,1.99441,2.56464,0.66621,0.76193,0.80764,0.54173,1.35204,1.47679,2.3742,0.000968014,0.000968014,0.000968014
15,429.499,1.95532,1.94214,2.5619,0.69073,0.79277,0.91888,0.51133,1.50638,1.64636,2.27259,0.000957015,0.000957015,0.000957015
16,457.493,1.84796,1.80399,2.44382,0.81058,0.95385,0.95748,0.6142,1.44048,1.13168,2.14374,0.000946016,0.000946016,0.000946016
17,485.397,1.83737,1.79407,2.42978,0.77893,0.95843,0.96268,0.64347,1.22845,1.11478,2.0408,0.000935018,0.000935018,0.000935018
18,513.633,1.7835,1.6898,2.35457,0.91176,0.98,0.97759,0.64236,1.25794,0.94929,2.01135,0.000924019,0.000924019,0.000924019
19,541.639,1.7584,1.66961,2.32141,0.96108,0.74396,0.79741,0.495,1.3433,1.59627,2.1196,0.00091302,0.00091302,0.00091302
20,569.607,1.70838,1.63157,2.28409,0.91885,0.99113,0.99145,0.65274,1.11256,1.03686,1.93432,0.000902021,0.000902021,0.000902021
21,597.579,1.65767,1.53765,2.23375,0.93555,1,0.9909,0.68705,1.02747,0.96589,1.7831,0.000891022,0.000891022,0.000891022
22,625.652,1.62557,1.45821,2.14331,0.88968,0.98798,0.99145,0.70662,0.9974,0.89171,1.81779,0.000880023,0.000880023,0.000880023
23,653.709,1.60869,1.48951,2.17108,0.88694,0.99255,0.97594,0.63703,1.11509,1.1957,1.8626,0.000869024,0.000869024,0.000869024
24,681.564,1.54239,1.44486,2.11489,0.93548,1,0.99257,0.72095,1.00177,0.87493,1.71934,0.000858025,0.000858025,0.000858025
25,709.455,1.50072,1.32333,2.05387,0.92458,0.97455,0.9723,0.69493,1.05578,0.89925,1.77915,0.000847026,0.000847026,0.000847026
26,737.337,1.46642,1.31903,2.04283,0.96338,1,0.9914,0.68858,1.1097,0.84396,1.74558,0.000836027,0.000836027,0.000836027
27,765.272,1.50474,1.35665,2.06089,0.88726,0.96788,0.97904,0.74544,0.92005,0.92838,1.66472,0.000825029,0.000825029,0.000825029
28,793.345,1.49728,1.35269,2.05093,0.85368,0.95441,0.94523,0.66968,0.96034,1.02669,1.78209,0.00081403,0.00081403,0.00081403
29,821.184,1.39449,1.25235,1.93398,0.89805,0.9244,0.98944,0.72874,1.07585,0.91346,1.78558,0.000803031,0.000803031,0.000803031
30,849.135,1.40339,1.24431,1.9497,0.98058,0.9967,0.995,0.78984,0.8857,0.83959,1.58469,0.000792032,0.000792032,0.000792032
31,877.094,1.34226,1.16841,1.891,0.91144,0.96975,0.97289,0.70385,0.97468,0.77097,1.66738,0.000781033,0.000781033,0.000781033
32,905,1.3699,1.19315,1.92046,0.96118,1,0.9935,0.74491,0.90978,0.71489,1.63405,0.000770034,0.000770034,0.000770034
33,933.001,1.38978,1.20344,1.91824,0.98043,1,0.995,0.77653,0.87137,0.73321,1.53843,0.000759035,0.000759035,0.000759035
34,960.879,1.30157,1.11688,1.84854,0.9722,1,0.9945,0.78346,0.85626,0.80567,1.52959,0.000748036,0.000748036,0.000748036
35,988.778,1.32061,1.16007,1.88456,0.98283,0.99953,0.9945,0.74096,0.89728,0.73703,1.57064,0.000737037,0.000737037,0.000737037
