epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,24.6889,2.00115,5.49775,2.26367,0.00049,0.2,0.00081,0.00021,1.81932,4.6394,2.08707,0.0840841,8.40881e-05,8.40881e-05
2,48.7499,1.86505,4.81944,2.11663,0.01054,0.52,0.09738,0.06995,1.19909,3.7494,1.55279,0.0671717,0.000171698,0.000171698
3,73.1153,1.59545,3.59827,1.89005,0.60446,0.48964,0.50479,0.36137,1.0975,2.47183,1.415,0.0502575,0.000257523,0.000257523
4,97.2115,1.33907,2.54643,1.64411,0.78353,0.6,0.65322,0.50835,0.79509,1.55343,1.19938,0.0333416,0.000341562,0.000341562
5,121.302,1.20351,2.04602,1.55041,0.85129,0.91098,0.93687,0.75946,0.67103,0.9687,1.10225,0.0164238,0.000423814,0.000423814
6,145.188,1.04318,1.5737,1.40938,0.95729,0.99264,0.98721,0.83512,0.57272,0.59039,1.03408,0.000499288,0.000499288,0.000499288
7,168.966,0.99831,1.33893,1.38058,0.98131,0.98947,0.99405,0.86426,0.49963,0.48195,0.99233,0.000494036,0.000494036,0.000494036
8,192.826,0.95194,1.18148,1.32413,0.97649,0.99265,0.9924,0.87774,0.46648,0.42782,0.96758,0.000488784,0.000488784,0.000488784
9,216.879,0.90093,1.08697,1.28815,0.97915,1,0.9903,0.87869,0.45007,0.39825,0.94677,0.000483531,0.000483531,0.000483531
10,240.698,0.85189,0.97783,1.25471,0.98363,1,0.9914,0.89494,0.43897,0.34709,0.94692,0.000478279,0.000478279,0.000478279
11,264.797,0.82625,0.88182,1.23358,0.9846,0.99494,0.9929,0.88396,0.46249,0.30761,0.94775,0.000473026,0.000473026,0.000473026
12,288.623,0.78011,0.83581,1.1812,0.98591,0.9976,0.9866,0.8877,0.4334,0.3048,0.92834,0.000467774,0.000467774,0.000467774
13,312.619,0.80937,0.80328,1.20158,0.98033,0.99974,0.9893,0.8743,0.45713,0.31474,0.94023,0.000462521,0.000462521,0.000462521
14,336.374,0.78613,0.78589,1.19039,0.97415,0.99751,0.9924,0.89493,0.43227,0.27977,0.91964,0.000457269,0.000457269,0.000457269
15,360.382,0.76011,0.7599,1.17038,0.98655,1,0.9924,0.88589,0.43285,0.25166,0.9203,0.000452016,0.000452016,0.000452016
16,384.086,0.73357,0.6934,1.13353,0.98273,1,0.9908,0.87933,0.44381,0.24182,0.93595,0.000446764,0.000446764,0.000446764
17,408.038,0.75061,0.69395,1.15328,0.98613,1,0.9898,0.89667,0.4244,0.23579,0.91988,0.000441511,0.000441511,0.000441511
18,431.844,0.75379,0.66425,1.15245,0.98481,1,0.9908,0.89219,0.42475,0.23907,0.91738,0.000436259,0.000436259,0.000436259
19,455.796,0.74602,0.66488,1.15508,0.98126,0.99873,0.9877,0.89013,0.40557,0.24464,0.90074,0.000431006,0.000431006,0.000431006
20,479.517,0.70795,0.6237,1.12241,0.97844,0.99835,0.9903,0.89412,0.39716,0.22024,0.90051,0.000425754,0.000425754,0.000425754
21,503.509,0.65205,0.58198,1.09397,0.98185,1,0.9908,0.89849,0.42631,0.2242,0.91334,0.000420501,0.000420501,0.000420501
22,527.319,0.70524,0.60314,1.12594,0.98442,1,0.9914,0.90049,0.42049,0.22577,0.90074,0.000415249,0.000415249,0.000415249
23,551.377,0.66815,0.55028,1.07925,0.98428,1,0.9908,0.89715,0.42797,0.21739,0.90719,0.000409996,0.000409996,0.000409996
24,575.076,0.68169,0.56949,1.10589,0.98588,0.99575,0.9908,0.89065,0.41124,0.21288,0.90723,0.000404744,0.000404744,0.000404744
25,599.006,0.6668,0.57453,1.11068,0.98329,0.99404,0.9893,0.90763,0.38221,0.20828,0.89154,0.000399491,0.000399491,0.000399491
