epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
29,1826.9,0.91907,0.68495,1.23706,0.9823,1,0.99262,0.83361,0.63693,0.4379,1.03593,0.00256472,0.00256472,0.00256472
30,1889.62,0.90796,0.67139,1.23719,0.97408,0.99375,0.99418,0.83272,0.64965,0.45442,1.05718,0.00252944,0.00252944,0.00252944
31,1952.67,0.89085,0.66348,1.23082,0.97652,1,0.9947,0.83453,0.69125,0.48979,1.089,0.00249416,0.00249416,0.00249416
32,2015.48,0.89402,0.66686,1.22136,0.98658,0.99226,0.9947,0.80948,0.67107,0.48266,1.07538,0.00245888,0.00245888,0.00245888
33,2078.14,0.87753,0.63511,1.21391,0.97305,0.99375,0.99196,0.81557,0.66186,0.45548,1.06126,0.00242359,0.00242359,0.00242359
34,2140.88,0.87054,0.63068,1.21871,0.98627,0.99651,0.995,0.83685,0.64372,0.44096,1.06547,0.00238831,0.00238831,0.00238831
35,2203.69,0.89141,0.66229,1.22993,0.97605,0.99329,0.995,0.82263,0.66536,0.45968,1.12433,0.00235303,0.00235303,0.00235303
36,2266.46,0.88921,0.63976,1.22399,0.98456,1,0.995,0.81441,0.7071,0.45998,1.10567,0.00231775,0.00231775,0.00231775
37,2329.24,0.8639,0.63816,1.20562,0.9844,1,0.995,0.84732,0.62458,0.41589,1.04967,0.00228246,0.00228246,0.00228246
38,2392.1,0.85505,0.62329,1.18225,0.99339,1,0.995,0.84084,0.6453,0.40841,1.0554,0.00224718,0.00224718,0.00224718
39,2455.19,0.85278,0.59789,1.18317,0.9562,0.96875,0.97566,0.82625,0.64601,0.43513,1.05047,0.0022119,0.0022119,0.0022119
40,2517.92,0.85272,0.59499,1.19854,0.9793,1,0.995,0.8353,0.65464,0.40546,1.04634,0.00217661,0.00217661,0.00217661
41,2580.68,0.85804,0.59619,1.18713,0.98398,1,0.995,0.84075,0.63558,0.38843,1.04313,0.00214133,0.00214133,0.00214133
42,2643.49,0.8487,0.59438,1.19043,0.96829,0.99012,0.995,0.83155,0.69881,0.42656,1.09485,0.00210605,0.00210605,0.00210605
43,2706.26,0.83645,0.59275,1.1784,0.9928,1,0.995,0.83862,0.6605,0.40772,1.05924,0.00207077,0.00207077,0.00207077
44,2769.06,0.8369,0.58694,1.19095,0.97591,0.99716,0.995,0.84917,0.62096,0.39768,1.05003,0.00203548,0.00203548,0.00203548
45,2831.83,0.83828,0.59116,1.18333,0.98983,0.99375,0.99418,0.84774,0.63608,0.38943,1.05304,0.0020002,0.0020002,0.0020002
46,2894.8,0.8368,0.56878,1.17872,0.99013,1,0.995,0.8506,0.62599,0.37084,1.038,0.00196492,0.00196492,0.00196492
47,2957.57,0.815,0.55706,1.16398,0.98824,1,0.995,0.85231,0.61243,0.39523,1.03111,0.00192963,0.00192963,0.00192963
48,3020.36,0.80692,0.54162,1.16532,0.98384,0.99989,0.995,0.84177,0.63023,0.41385,1.05055,0.00189435,0.00189435,0.00189435
49,3083.12,0.80227,0.52734,1.15077,0.97555,0.99375,0.99396,0.8543,0.6163,0.35535,1.03538,0.00185907,0.00185907,0.00185907
50,3146.06,0.78615,0.52881,1.151,0.9812,1,0.99381,0.84508,0.64564,0.39597,1.06096,0.00182379,0.00182379,0.00182379
51,3209.1,0.79299,0.53799,1.14335,0.97882,1,0.99411,0.85346,0.6195,0.34849,1.04337,0.0017885,0.0017885,0.0017885
52,3272.2,0.80633,0.54112,1.1598,0.98799,1,0.995,0.83338,0.67595,0.3743,1.05907,0.00175322,0.00175322,0.00175322
53,3335.3,0.81621,0.54443,1.17558,0.98698,1,0.995,0.8282,0.64393,0.37402,1.05839,0.00171794,0.00171794,0.00171794
54,3398.76,0.79447,0.53296,1.14552,0.99001,1,0.995,0.85204,0.63022,0.37162,1.03252,0.00168266,0.00168266,0.00168266
55,3461.81,0.78778,0.51212,1.14335,0.98441,1,0.995,0.85548,0.59581,0.35352,1.02231,0.00164737,0.00164737,0.00164737
56,3525.03,0.7652,0.51054,1.12909,0.97348,1,0.995,0.86632,0.58894,0.3664,1.01992,0.00161209,0.00161209,0.00161209
57,3588.14,0.78594,0.51085,1.13652,0.97501,0.99405,0.9947,0.85739,0.604,0.38702,1.02784,0.00157681,0.00157681,0.00157681
58,3651.19,0.7625,0.48495,1.12548,0.98569,1,0.995,0.84074,0.64093,0.36424,1.06997,0.00154152,0.00154152,0.00154152
59,3714.19,0.7537,0.49313,1.12075,0.99029,0.99992,0.995,0.86621,0.59596,0.3312,1.02338,0.00150624,0.00150624,0.00150624
60,3777.28,0.75845,0.48887,1.12624,0.98782,1,0.995,0.8621,0.60076,0.345,1.00549,0.00147096,0.00147096,0.00147096
61,3840.4,0.75823,0.48137,1.12218,0.99181,1,0.995,0.86202,0.58895,0.32234,0.99598,0.00143568,0.00143568,0.00143568
62,3903.79,0.73428,0.45961,1.10231,0.98923,1,0.995,0.86079,0.59724,0.32485,1.01477,0.00140039,0.00140039,0.00140039
63,3966.92,0.74823,0.47545,1.12208,0.9839,1,0.995,0.86074,0.61368,0.37093,1.04188,0.00136511,0.00136511,0.00136511
64,4029.88,0.71681,0.45486,1.08803,0.99457,1,0.995,0.86553,0.57918,0.34775,1.0129,0.00132983,0.00132983,0.00132983
65,4092.9,0.74301,0.4684,1.10535,0.97794,1,0.995,0.87138,0.58906,0.30826,1.00282,0.00129454,0.00129454,0.00129454
66,4156.07,0.72419,0.45331,1.10325,0.99078,1,0.995,0.87396,0.58769,0.31769,0.99951,0.00125926,0.00125926,0.00125926
67,4219.12,0.73327,0.4598,1.11749,0.99405,1,0.995,0.87483,0.56962,0.31248,0.98724,0.00122398,0.00122398,0.00122398
68,4282.24,0.73003,0.45712,1.11573,0.99083,1,0.995,0.86041,0.62304,0.30464,1.04353,0.0011887,0.0011887,0.0011887
69,4345.49,0.74249,0.45326,1.11663,0.98762,0.99922,0.995,0.86474,0.59314,0.31524,1.02342,0.00115341,0.00115341,0.00115341
70,4408.6,0.72538,0.44325,1.09375,0.99126,1,0.995,0.87342,0.57297,0.32783,0.99624,0.00111813,0.00111813,0.00111813
71,4471.6,0.68359,0.42503,1.08926,0.98802,1,0.995,0.87048,0.57414,0.3176,0.99563,0.00108285,0.00108285,0.00108285
72,4534.63,0.71238,0.4463,1.10144,0.99377,1,0.995,0.8695,0.56794,0.33047,1.02002,0.00104757,0.00104757,0.00104757
73,4597.74,0.68608,0.43125,1.09154,0.98977,1,0.995,0.87672,0.57934,0.298,0.99821,0.00101228,0.00101228,0.00101228
74,4660.95,0.69469,0.42701,1.0855,0.98987,1,0.995,0.87306,0.54047,0.32064,0.97899,0.000977,0.000977,0.000977
75,4724.08,0.68955,0.42509,1.08032,0.99441,1,0.995,0.87373,0.56586,0.30293,0.98971,0.000941717,0.000941717,0.000941717
76,4786.94,0.67643,0.41473,1.07869,0.9947,1,0.995,0.87155,0.5556,0.29638,0.99825,0.000906435,0.000906435,0.000906435
77,4850.06,0.67673,0.41736,1.06713,0.99468,1,0.995,0.87815,0.56804,0.29069,0.99321,0.000871152,0.000871152,0.000871152
78,4913.01,0.66781,0.40695,1.06336,0.98808,1,0.995,0.87475,0.57583,0.2894,1.0097,0.000835869,0.000835869,0.000835869
79,4975.76,0.66231,0.40791,1.07054,0.99328,1,0.995,0.87839,0.57106,0.2836,1.00059,0.000800586,0.000800586,0.000800586
80,5038.81,0.66073,0.39586,1.06451,0.98665,1,0.995,0.87592,0.55167,0.29423,1.00971,0.000765304,0.000765304,0.000765304
81,5101.66,0.66127,0.39998,1.0698,0.98966,1,0.995,0.87972,0.57882,0.28775,1.00073,0.000730021,0.000730021,0.000730021
82,5164.67,0.65626,0.39215,1.06153,0.99476,1,0.995,0.8853,0.53664,0.27983,0.9842,0.000694738,0.000694738,0.000694738
83,5227.53,0.64962,0.3862,1.05447,0.99403,1,0.995,0.88041,0.53266,0.28531,0.9749,0.000659455,0.000659455,0.000659455
84,5290.48,0.63594,0.37244,1.05716,0.99451,1,0.995,0.88044,0.55266,0.29142,0.99486,0.000624173,0.000624173,0.000624173
85,5353.28,0.62778,0.3757,1.04768,0.99233,1,0.995,0.87309,0.55364,0.27918,1.0051,0.00058889,0.00058889,0.00058889
86,5416.05,0.63472,0.36979,1.05729,0.99141,1,0.995,0.87995,0.53866,0.27947,0.98375,0.000553607,0.000553607,0.000553607
87,5478.77,0.63082,0.36553,1.04063,0.99355,1,0.995,0.87393,0.56938,0.28445,1.014,0.000518324,0.000518324,0.000518324
88,5541.58,0.61901,0.36187,1.04671,0.99672,1,0.995,0.87249,0.58968,0.28115,1.02907,0.000483041,0.000483041,0.000483041
89,5604.35,0.6514,0.38065,1.06677,0.99637,1,0.995,0.88364,0.5704,0.2644,1.01418,0.000447759,0.000447759,0.000447759
90,5667.19,0.61109,0.36149,1.04077,0.99529,1,0.995,0.88131,0.56774,0.26396,1.01412,0.000412476,0.000412476,0.000412476
91,5730.75,0.51173,0.28171,0.963,0.99192,1,0.995,0.87647,0.57144,0.27463,1.01829,0.000377193,0.000377193,0.000377193
92,5794.01,0.51176,0.27942,0.96844,0.99649,1,0.995,0.88749,0.53915,0.2711,0.98827,0.00034191,0.00034191,0.00034191
93,5856.68,0.50424,0.26976,0.96194,0.99792,1,0.995,0.88997,0.52752,0.26262,0.98491,0.000306628,0.000306628,0.000306628
94,5919.35,0.49731,0.27009,0.95695,0.99663,1,0.995,0.88737,0.52631,0.26155,0.9792,0.000271345,0.000271345,0.000271345
95,5981.86,0.48059,0.25799,0.94411,0.99572,1,0.995,0.88112,0.53976,0.26344,0.99025,0.000236062,0.000236062,0.000236062
96,6044.53,0.47805,0.25421,0.94166,0.99518,1,0.995,0.88215,0.54719,0.25717,0.99687,0.000200779,0.000200779,0.000200779
97,6107.12,0.47861,0.24937,0.94765,0.99662,1,0.995,0.89031,0.54034,0.24767,0.99425,0.000165497,0.000165497,0.000165497
98,6169.78,0.4677,0.24582,0.93018,0.99497,1,0.995,0.89173,0.52469,0.24884,0.98233,0.000130214,0.000130214,0.000130214
99,6232.8,0.46781,0.24247,0.92568,0.99621,1,0.995,0.89299,0.51812,0.23858,0.98465,9.49311e-05,9.49311e-05,9.49311e-05
100,6295.56,0.45463,0.23429,0.92839,0.99585,1,0.995,0.89227,0.52333,0.24278,0.99079,5.96483e-05,5.96483e-05,5.96483e-05
