epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,73.6712,1.38976,3.40043,1.63577,0.80445,0.82341,0.86092,0.64923,0.90334,0.8283,1.24724,0.00330065,0.00330065,0.00330065
2,138.91,1.17273,1.34159,1.42546,0.93279,0.76351,0.90801,0.6694,0.97736,1.11277,1.36534,0.00656831,0.00656831,0.00656831
3,203.442,1.24395,1.40211,1.43823,0.55382,0.64406,0.70904,0.43955,1.15304,2.33286,1.54754,0.00976997,0.00976997,0.00976997
4,267.686,1.32844,1.40566,1.48065,0.44185,0.48634,0.43816,0.26417,1.47089,3.91456,1.9184,0.009703,0.009703,0.009703
5,331.894,1.31547,1.27799,1.48026,0.70299,0.52947,0.59491,0.37726,1.31814,6.85898,1.68626,0.009604,0.009604,0.009604
6,396.053,1.2705,1.15801,1.45612,0.88812,0.76676,0.80272,0.56855,1.16053,1.73963,1.4326,0.009505,0.009505,0.009505
7,460.165,1.26725,1.16268,1.47443,0.87759,0.82233,0.88483,0.64515,1.04249,1.03125,1.39896,0.009406,0.009406,0.009406
8,524.325,1.21056,1.0626,1.4161,0.86141,0.91,0.91196,0.69186,0.92374,0.96021,1.2413,0.009307,0.009307,0.009307
9,588.478,1.17443,0.96597,1.35022,0.79724,0.93102,0.93099,0.67918,0.90449,0.74719,1.28214,0.009208,0.009208,0.009208
10,652.636,1.13633,0.93281,1.3414,0.89542,0.94888,0.97481,0.74743,0.86261,0.62012,1.18699,0.009109,0.009109,0.009109
11,716.792,1.14068,0.91229,1.35267,0.91022,0.98,0.98395,0.77269,0.79035,0.56845,1.16359,0.00901,0.00901,0.00901
12,780.95,1.09599,0.84479,1.32363,0.92686,0.87715,0.93039,0.68863,0.95836,0.92333,1.21943,0.008911,0.008911,0.008911
13,845.113,1.0819,0.83666,1.31376,0.93091,0.92164,0.97665,0.77433,0.81073,0.69978,1.16074,0.008812,0.008812,0.008812
14,909.394,1.07788,0.82362,1.31913,0.93854,0.96092,0.96649,0.75183,0.8373,0.51705,1.14425,0.008713,0.008713,0.008713
15,973.462,1.04765,0.80072,1.28968,0.96937,0.97847,0.98815,0.79611,0.73463,0.49518,1.08626,0.008614,0.008614,0.008614
