epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
22,1300.01,1.10673,0.86839,1.40282,0.85704,0.85609,0.92787,0.71261,0.82727,0.69751,1.33606,0.00135328,0.00135328,0.00135328
23,1359.33,1.12085,0.86825,1.41715,0.92594,0.93333,0.96201,0.75095,0.78518,0.62628,1.26675,0.00133617,0.00133617,0.00133617
24,1418.32,1.09964,0.87309,1.38504,0.95431,0.96463,0.97691,0.75365,0.82267,0.58584,1.25833,0.00131906,0.00131906,0.00131906
25,1477.28,1.08681,0.84375,1.37719,0.94992,0.96296,0.98272,0.77207,0.76074,0.63332,1.21076,0.00130195,0.00130195,0.00130195
26,1536.26,1.08875,0.8489,1.38144,0.96227,0.985,0.9838,0.77207,0.80657,0.6093,1.26281,0.00128483,0.00128483,0.00128483
27,1595.25,1.0799,0.85599,1.39036,0.96567,0.99247,0.98722,0.77537,0.78725,0.61474,1.27339,0.00126772,0.00126772,0.00126772
28,1654.25,1.05304,0.83565,1.35905,0.95076,0.95451,0.9773,0.77017,0.79645,0.57881,1.27104,0.00125061,0.00125061,0.00125061
29,1713.14,1.04802,0.81744,1.36286,0.90564,0.98139,0.97857,0.76588,0.80731,0.54938,1.25646,0.0012335,0.0012335,0.0012335
30,1772.1,1.0932,0.84129,1.39623,0.96525,0.96855,0.98461,0.75143,0.79609,0.56084,1.25235,0.00121639,0.00121639,0.00121639
31,1831.33,1.08464,0.86716,1.38692,0.93969,0.985,0.98049,0.75359,0.80005,0.63881,1.2767,0.00119928,0.00119928,0.00119928
32,1890.2,1.06443,0.84757,1.3739,0.95065,0.97283,0.96912,0.7492,0.83691,0.60844,1.26841,0.00118217,0.00118217,0.00118217
33,1949.03,1.07722,0.8279,1.38918,0.94918,0.97971,0.97355,0.75501,0.82387,0.55682,1.28508,0.00116505,0.00116505,0.00116505
34,2007.89,1.08184,0.84753,1.38671,0.91682,0.95,0.93914,0.71971,0.84558,0.58384,1.29749,0.00114794,0.00114794,0.00114794
35,2066.8,1.07329,0.8452,1.38017,0.96339,0.98675,0.99333,0.76642,0.84497,0.57092,1.31833,0.00113083,0.00113083,0.00113083
36,2125.7,1.06804,0.83969,1.39707,0.89273,0.99,0.97835,0.74821,0.82431,0.61598,1.31775,0.00111372,0.00111372,0.00111372
37,2184.64,1.09233,0.85744,1.4098,0.9138,0.9867,0.9889,0.75378,0.7747,0.55002,1.2941,0.00109661,0.00109661,0.00109661
38,2243.51,1.10443,0.8726,1.42529,0.92685,0.985,0.9831,0.75367,0.85004,0.58714,1.33434,0.0010795,0.0010795,0.0010795
39,2302.68,1.10519,0.86438,1.41189,0.95334,0.95842,0.96815,0.76625,0.81452,0.56644,1.27077,0.00106239,0.00106239,0.00106239
40,2361.62,1.1057,0.88403,1.41665,0.90763,0.97019,0.96977,0.76947,0.78224,0.57547,1.25058,0.00104527,0.00104527,0.00104527
41,2420.56,1.12105,0.8857,1.42733,0.92261,0.97,0.96389,0.76142,0.81294,0.64839,1.26933,0.00102816,0.00102816,0.00102816
42,2479.51,1.11078,0.88782,1.41983,0.93523,0.975,0.98038,0.72842,0.85664,0.6384,1.30369,0.00101105,0.00101105,0.00101105
43,2538.47,1.12236,0.90361,1.43057,0.93138,0.955,0.95877,0.76021,0.82924,0.60037,1.27443,0.00099394,0.00099394,0.00099394
44,2597.39,1.12336,0.9099,1.43963,0.9498,0.97108,0.97161,0.72046,0.85055,0.61285,1.30152,0.000976828,0.000976828,0.000976828
45,2656.25,1.11733,0.89718,1.43216,0.93626,0.96303,0.97598,0.73534,0.87627,0.64622,1.37155,0.000959717,0.000959717,0.000959717
46,2715.56,1.16018,0.90038,1.47168,0.91116,0.91392,0.96507,0.74567,0.83526,0.68031,1.34474,0.000942605,0.000942605,0.000942605
47,2774.5,1.14934,0.90265,1.47301,0.92272,0.96854,0.95544,0.73379,0.91696,0.60582,1.37822,0.000925494,0.000925494,0.000925494
